row_id,row_id_matched.x,participant,file,trial_index.x,trial_index.y,trial_index_matched,prop_correct.x,effort.x,reliability_index.x,reliability_index_n,reliability_index_play.x,reliability_effort_difference,row_id_matched.y,prop_correct.y,effort.y,reliability_index.y,reliability_index_play.y,duplicate
55a44167fdf99b12b371c88c ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_nm_h15_6_ch2_calibrated_noise5snr.wav,55a44167fdf99b12b371c88c ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_nm_h15_6_ch2_calibrated_noise5snr.wav_105,55a44167fdf99b12b371c88c,sim_pd15_habitual_nm_h15_6_ch2_calibrated_noise5snr,103,105,105,0.8,35,11-1,11,1,NA,55a44167fdf99b12b371c88c ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_nm_h15_6_ch2_calibrated_noise5snr.wav_369,1,27,11-2,2,FALSE
55a44167fdf99b12b371c88c ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_nm_h15_8_ch2_calibrated_noise5snr.wav,55a44167fdf99b12b371c88c ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_nm_h15_8_ch2_calibrated_noise5snr.wav_219,55a44167fdf99b12b371c88c,sim_pd15_habitual_nm_h15_8_ch2_calibrated_noise5snr,217,219,219,1,38,1-1,1,1,NA,55a44167fdf99b12b371c88c ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_nm_h15_8_ch2_calibrated_noise5snr.wav_447,1,18,1-2,2,FALSE
55a44167fdf99b12b371c88c ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_1_ch2_calibrated_noise5snr.wav,55a44167fdf99b12b371c88c ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_1_ch2_calibrated_noise5snr.wav_207,55a44167fdf99b12b371c88c,sim_pd15_loud_kn_h5_1_ch2_calibrated_noise5snr,205,207,207,1,27,5-1,5,1,NA,55a44167fdf99b12b371c88c ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_1_ch2_calibrated_noise5snr.wav_339,1,62,5-2,2,FALSE
55a44167fdf99b12b371c88c ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_3_ch2_calibrated_noise5snr.wav,55a44167fdf99b12b371c88c ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_3_ch2_calibrated_noise5snr.wav_159,55a44167fdf99b12b371c88c,sim_pd15_loud_kn_h5_3_ch2_calibrated_noise5snr,157,159,159,1,25,10-1,10,1,NA,55a44167fdf99b12b371c88c ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_3_ch2_calibrated_noise5snr.wav_261,1,24,10-2,2,FALSE
55a44167fdf99b12b371c88c ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_nm_h18_2_ch2_calibrated_noise5snr.wav,55a44167fdf99b12b371c88c ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_nm_h18_2_ch2_calibrated_noise5snr.wav_75,55a44167fdf99b12b371c88c,sim_pd15_loud_nm_h18_2_ch2_calibrated_noise5snr,73,75,75,1,25,7-1,7,1,NA,55a44167fdf99b12b371c88c ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_nm_h18_2_ch2_calibrated_noise5snr.wav_387,1,17,7-2,2,FALSE
56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_1_ch2_calibrated_noise5snr.wav,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_1_ch2_calibrated_noise5snr.wav_189,56259489ed6e5a0005c80fde,sim_oc06_clear_kn_h17_1_ch2_calibrated_noise5snr,187,189,189,1,19,7-1,7,1,NA,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_1_ch2_calibrated_noise5snr.wav_417,1,3,7-2,2,FALSE
56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_6_ch2_calibrated_noise5snr.wav,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_6_ch2_calibrated_noise5snr.wav_243,56259489ed6e5a0005c80fde,sim_oc06_clear_kn_h17_6_ch2_calibrated_noise5snr,241,243,243,1,68,1-1,1,1,NA,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_6_ch2_calibrated_noise5snr.wav_423,1,38,1-2,2,FALSE
56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_nm_h5_4_ch2_calibrated_noise5snr.wav,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_nm_h5_4_ch2_calibrated_noise5snr.wav_213,56259489ed6e5a0005c80fde,sim_oc06_clear_nm_h5_4_ch2_calibrated_noise5snr,211,213,213,0.8,54,10-1,10,1,NA,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_nm_h5_4_ch2_calibrated_noise5snr.wav_369,0.8,33,10-2,2,FALSE
56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_nm_h5_5_ch2_calibrated_noise5snr.wav,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_nm_h5_5_ch2_calibrated_noise5snr.wav_93,56259489ed6e5a0005c80fde,sim_oc06_clear_nm_h5_5_ch2_calibrated_noise5snr,91,93,93,1,0,11-1,11,1,NA,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_nm_h5_5_ch2_calibrated_noise5snr.wav_255,1,4,11-2,2,FALSE
56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_nm_h5_8_ch2_calibrated_noise5snr.wav,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_nm_h5_8_ch2_calibrated_noise5snr.wav_231,56259489ed6e5a0005c80fde,sim_oc06_clear_nm_h5_8_ch2_calibrated_noise5snr,229,231,231,1,10,6-1,6,1,NA,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_nm_h5_8_ch2_calibrated_noise5snr.wav_399,1,8,6-2,2,FALSE
56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_nm_h5_9_ch2_calibrated_noise5snr.wav,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_nm_h5_9_ch2_calibrated_noise5snr.wav_39,56259489ed6e5a0005c80fde,sim_oc06_clear_nm_h5_9_ch2_calibrated_noise5snr,37,39,39,1,54,5-1,5,1,NA,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_nm_h5_9_ch2_calibrated_noise5snr.wav_363,1,7,5-2,2,FALSE
56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_habitual_nm_h16_2_ch2_calibrated_noise5snr.wav,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_habitual_nm_h16_2_ch2_calibrated_noise5snr.wav_63,56259489ed6e5a0005c80fde,sim_oc06_habitual_nm_h16_2_ch2_calibrated_noise5snr,61,63,63,1,8,3-1,3,1,NA,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_habitual_nm_h16_2_ch2_calibrated_noise5snr.wav_273,1,1,3-2,2,FALSE
56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_habitual_nm_h16_5_ch2_calibrated_noise5snr.wav,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_habitual_nm_h16_5_ch2_calibrated_noise5snr.wav_129,56259489ed6e5a0005c80fde,sim_oc06_habitual_nm_h16_5_ch2_calibrated_noise5snr,127,129,129,1,4,9-1,9,1,NA,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_habitual_nm_h16_5_ch2_calibrated_noise5snr.wav_327,1,0,9-2,2,FALSE
56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_habitual_nm_h16_6_ch2_calibrated_noise5snr.wav,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_habitual_nm_h16_6_ch2_calibrated_noise5snr.wav_45,56259489ed6e5a0005c80fde,sim_oc06_habitual_nm_h16_6_ch2_calibrated_noise5snr,43,45,45,1,35,2-1,2,1,NA,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_habitual_nm_h16_6_ch2_calibrated_noise5snr.wav_333,1,8,2-2,2,FALSE
56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_nm_h15_5_ch2_calibrated_noise5snr.wav,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_nm_h15_5_ch2_calibrated_noise5snr.wav_141,56259489ed6e5a0005c80fde,sim_oc06_loud_nm_h15_5_ch2_calibrated_noise5snr,139,141,141,0.6,21,4-1,4,1,NA,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_nm_h15_5_ch2_calibrated_noise5snr.wav_261,0.6,40,4-2,2,FALSE
56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_nm_h15_7_ch2_calibrated_noise5snr.wav,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_nm_h15_7_ch2_calibrated_noise5snr.wav_267,56259489ed6e5a0005c80fde,sim_oc06_loud_nm_h15_7_ch2_calibrated_noise5snr,265,267,267,1,2,12-1,12,1,NA,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_nm_h15_7_ch2_calibrated_noise5snr.wav_405,1,2,12-2,2,FALSE
56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_nm_h15_8_ch2_calibrated_noise5snr.wav,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_nm_h15_8_ch2_calibrated_noise5snr.wav_153,56259489ed6e5a0005c80fde,sim_oc06_loud_nm_h15_8_ch2_calibrated_noise5snr,151,153,153,1,27,8-1,8,1,NA,56259489ed6e5a0005c80fde ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_nm_h15_8_ch2_calibrated_noise5snr.wav_429,1,26,8-2,2,FALSE
56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_clear_kn_h9_4_ch2_calibrated_noise5snr.wav,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_clear_kn_h9_4_ch2_calibrated_noise5snr.wav_105,56bae08f30d6b30005f8537a,sim_pd11_clear_kn_h9_4_ch2_calibrated_noise5snr,103,105,105,0,100,8-1,8,1,NA,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_clear_kn_h9_4_ch2_calibrated_noise5snr.wav_327,1,91,8-2,2,FALSE
56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_clear_kn_h9_5_ch2_calibrated_noise5snr.wav,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_clear_kn_h9_5_ch2_calibrated_noise5snr.wav_159,56bae08f30d6b30005f8537a,sim_pd11_clear_kn_h9_5_ch2_calibrated_noise5snr,157,159,159,0.8,74,2-1,2,1,NA,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_clear_kn_h9_5_ch2_calibrated_noise5snr.wav_357,1,6,2-2,2,FALSE
56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_clear_kn_h9_6_ch2_calibrated_noise5snr.wav,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_clear_kn_h9_6_ch2_calibrated_noise5snr.wav_225,56bae08f30d6b30005f8537a,sim_pd11_clear_kn_h9_6_ch2_calibrated_noise5snr,223,225,225,0.2,100,6-1,6,1,NA,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_clear_kn_h9_6_ch2_calibrated_noise5snr.wav_381,0.2,50,6-2,2,FALSE
56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_kn_h10_4_ch2_calibrated_noise5snr.wav,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_kn_h10_4_ch2_calibrated_noise5snr.wav_57,56bae08f30d6b30005f8537a,sim_pd11_habitual_kn_h10_4_ch2_calibrated_noise5snr,55,57,57,0,100,11-1,11,1,NA,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_kn_h10_4_ch2_calibrated_noise5snr.wav_375,0.6,84,11-2,2,FALSE
56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_kn_h10_7_ch2_calibrated_noise5snr.wav,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_kn_h10_7_ch2_calibrated_noise5snr.wav_177,56bae08f30d6b30005f8537a,sim_pd11_habitual_kn_h10_7_ch2_calibrated_noise5snr,175,177,177,0,100,3-1,3,1,NA,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_kn_h10_7_ch2_calibrated_noise5snr.wav_351,0.2,89,3-2,2,FALSE
56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_nm_h15_10_ch2_calibrated_noise5snr.wav,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_nm_h15_10_ch2_calibrated_noise5snr.wav_81,56bae08f30d6b30005f8537a,sim_pd11_habitual_nm_h15_10_ch2_calibrated_noise5snr,79,81,81,0.8,95,7-1,7,1,NA,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_nm_h15_10_ch2_calibrated_noise5snr.wav_189,1,37,7-2,2,FALSE
56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_nm_h15_2_ch2_calibrated_noise5snr.wav,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_nm_h15_2_ch2_calibrated_noise5snr.wav_87,56bae08f30d6b30005f8537a,sim_pd11_habitual_nm_h15_2_ch2_calibrated_noise5snr,85,87,87,1,84,1-1,1,1,NA,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_nm_h15_2_ch2_calibrated_noise5snr.wav_417,1,7,1-2,2,FALSE
56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_nm_h15_5_ch2_calibrated_noise5snr.wav,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_nm_h15_5_ch2_calibrated_noise5snr.wav_237,56bae08f30d6b30005f8537a,sim_pd11_habitual_nm_h15_5_ch2_calibrated_noise5snr,235,237,237,0.6,92,5-1,5,1,NA,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_nm_h15_5_ch2_calibrated_noise5snr.wav_447,0.6,1,5-2,2,FALSE
56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_kn_h7_5_ch2_calibrated_noise5snr.wav,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_kn_h7_5_ch2_calibrated_noise5snr.wav_111,56bae08f30d6b30005f8537a,sim_pd11_loud_kn_h7_5_ch2_calibrated_noise5snr,109,111,111,0.4,100,9-1,9,1,NA,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_kn_h7_5_ch2_calibrated_noise5snr.wav_399,0.4,38,9-2,2,FALSE
56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_kn_h7_7_ch2_calibrated_noise5snr.wav,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_kn_h7_7_ch2_calibrated_noise5snr.wav_201,56bae08f30d6b30005f8537a,sim_pd11_loud_kn_h7_7_ch2_calibrated_noise5snr,199,201,201,0.4,89,4-1,4,1,NA,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_kn_h7_7_ch2_calibrated_noise5snr.wav_387,0,100,4-2,2,FALSE
56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_kn_h7_8_ch2_calibrated_noise5snr.wav,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_kn_h7_8_ch2_calibrated_noise5snr.wav_213,56bae08f30d6b30005f8537a,sim_pd11_loud_kn_h7_8_ch2_calibrated_noise5snr,211,213,213,1,68,12-1,12,1,NA,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_kn_h7_8_ch2_calibrated_noise5snr.wav_297,0.8,39,12-2,2,FALSE
56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_nm_h12_4_ch2_calibrated_noise5snr.wav,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_nm_h12_4_ch2_calibrated_noise5snr.wav_147,56bae08f30d6b30005f8537a,sim_pd11_loud_nm_h12_4_ch2_calibrated_noise5snr,145,147,147,0,100,10-1,10,1,NA,56bae08f30d6b30005f8537a ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_nm_h12_4_ch2_calibrated_noise5snr.wav_453,0,95,10-2,2,FALSE
56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_kn_h18_8_ch2_calibrated_noise5snr.wav,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_kn_h18_8_ch2_calibrated_noise5snr.wav_297,56f59b73736c79000d22e130,sim_pd04_clear_kn_h18_8_ch2_calibrated_noise5snr,295,297,297,1,7,4-1,4,1,NA,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_kn_h18_8_ch2_calibrated_noise5snr.wav_387,1,6,4-2,2,FALSE
56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_nm_h8_1_ch2_calibrated_noise5snr.wav,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_nm_h8_1_ch2_calibrated_noise5snr.wav_45,56f59b73736c79000d22e130,sim_pd04_clear_nm_h8_1_ch2_calibrated_noise5snr,43,45,45,1,47,5-1,5,1,NA,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_nm_h8_1_ch2_calibrated_noise5snr.wav_321,1,1,5-2,2,FALSE
56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_nm_h8_3_ch2_calibrated_noise5snr.wav,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_nm_h8_3_ch2_calibrated_noise5snr.wav_141,56f59b73736c79000d22e130,sim_pd04_clear_nm_h8_3_ch2_calibrated_noise5snr,139,141,141,1,8,2-1,2,1,NA,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_nm_h8_3_ch2_calibrated_noise5snr.wav_339,1,12,2-2,2,FALSE
56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_nm_h8_7_ch2_calibrated_noise5snr.wav,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_nm_h8_7_ch2_calibrated_noise5snr.wav_207,56f59b73736c79000d22e130,sim_pd04_clear_nm_h8_7_ch2_calibrated_noise5snr,205,207,207,0.8,1,6-1,6,1,NA,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_nm_h8_7_ch2_calibrated_noise5snr.wav_447,0.8,4,6-2,2,FALSE
56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_kn_h14_5_ch2_calibrated_noise5snr.wav,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_kn_h14_5_ch2_calibrated_noise5snr.wav_93,56f59b73736c79000d22e130,sim_pd04_habitual_kn_h14_5_ch2_calibrated_noise5snr,91,93,93,0,94,12-1,12,1,NA,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_kn_h14_5_ch2_calibrated_noise5snr.wav_225,0.4,97,12-2,2,FALSE
56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_nm_h15_1_ch2_calibrated_noise5snr.wav,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_nm_h15_1_ch2_calibrated_noise5snr.wav_105,56f59b73736c79000d22e130,sim_pd04_habitual_nm_h15_1_ch2_calibrated_noise5snr,103,105,105,1,32,7-1,7,1,NA,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_nm_h15_1_ch2_calibrated_noise5snr.wav_429,1,11,7-2,2,FALSE
56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_nm_h15_7_ch2_calibrated_noise5snr.wav,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_nm_h15_7_ch2_calibrated_noise5snr.wav_195,56f59b73736c79000d22e130,sim_pd04_habitual_nm_h15_7_ch2_calibrated_noise5snr,193,195,195,1,0,11-1,11,1,NA,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_nm_h15_7_ch2_calibrated_noise5snr.wav_303,1,0,11-2,2,FALSE
56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_nm_h15_8_ch2_calibrated_noise5snr.wav,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_nm_h15_8_ch2_calibrated_noise5snr.wav_153,56f59b73736c79000d22e130,sim_pd04_habitual_nm_h15_8_ch2_calibrated_noise5snr,151,153,153,0.4,74,9-1,9,1,NA,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_nm_h15_8_ch2_calibrated_noise5snr.wav_345,1,45,9-2,2,FALSE
56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_loud_kn_h1_3_ch2_calibrated_noise5snr.wav,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_loud_kn_h1_3_ch2_calibrated_noise5snr.wav_189,56f59b73736c79000d22e130,sim_pd04_loud_kn_h1_3_ch2_calibrated_noise5snr,187,189,189,0.8,5,8-1,8,1,NA,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_loud_kn_h1_3_ch2_calibrated_noise5snr.wav_291,0.8,4,8-2,2,FALSE
56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_loud_kn_h1_5_ch2_calibrated_noise5snr.wav,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_loud_kn_h1_5_ch2_calibrated_noise5snr.wav_57,56f59b73736c79000d22e130,sim_pd04_loud_kn_h1_5_ch2_calibrated_noise5snr,55,57,57,0,99,3-1,3,1,NA,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_loud_kn_h1_5_ch2_calibrated_noise5snr.wav_417,1,37,3-2,2,FALSE
56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_loud_nm_h2_10_ch2_calibrated_noise5snr.wav,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_loud_nm_h2_10_ch2_calibrated_noise5snr.wav_231,56f59b73736c79000d22e130,sim_pd04_loud_nm_h2_10_ch2_calibrated_noise5snr,229,231,231,1,4,10-1,10,1,NA,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_loud_nm_h2_10_ch2_calibrated_noise5snr.wav_393,1,6,10-2,2,FALSE
56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_loud_nm_h2_3_ch2_calibrated_noise5snr.wav,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_loud_nm_h2_3_ch2_calibrated_noise5snr.wav_135,56f59b73736c79000d22e130,sim_pd04_loud_nm_h2_3_ch2_calibrated_noise5snr,133,135,135,0.8,21,1-1,1,1,NA,56f59b73736c79000d22e130 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_loud_nm_h2_3_ch2_calibrated_noise5snr.wav_375,1,23,1-2,2,FALSE
56fa002e8425ef000b3a4276 ./audio/mask-recordings/playlist_06_oc08/sim_oc08_clear_kn_h12_3_ch2_calibrated_noise5snr.wav,56fa002e8425ef000b3a4276 ./audio/mask-recordings/playlist_06_oc08/sim_oc08_clear_kn_h12_3_ch2_calibrated_noise5snr.wav_297,56fa002e8425ef000b3a4276,sim_oc08_clear_kn_h12_3_ch2_calibrated_noise5snr,295,297,297,0.8,0,2-1,2,1,NA,56fa002e8425ef000b3a4276 ./audio/mask-recordings/playlist_06_oc08/sim_oc08_clear_kn_h12_3_ch2_calibrated_noise5snr.wav_459,1,0,2-2,2,FALSE
56fa002e8425ef000b3a4276 ./audio/mask-recordings/playlist_06_oc08/sim_oc08_clear_nm_h10_10_ch2_calibrated_noise5snr.wav,56fa002e8425ef000b3a4276 ./audio/mask-recordings/playlist_06_oc08/sim_oc08_clear_nm_h10_10_ch2_calibrated_noise5snr.wav_75,56fa002e8425ef000b3a4276,sim_oc08_clear_nm_h10_10_ch2_calibrated_noise5snr,73,75,75,1,0,5-1,5,1,NA,56fa002e8425ef000b3a4276 ./audio/mask-recordings/playlist_06_oc08/sim_oc08_clear_nm_h10_10_ch2_calibrated_noise5snr.wav_423,1,4,5-2,2,FALSE
56fa002e8425ef000b3a4276 ./audio/mask-recordings/playlist_06_oc08/sim_oc08_clear_nm_h10_2_ch2_calibrated_noise5snr.wav,56fa002e8425ef000b3a4276 ./audio/mask-recordings/playlist_06_oc08/sim_oc08_clear_nm_h10_2_ch2_calibrated_noise5snr.wav_231,56fa002e8425ef000b3a4276,sim_oc08_clear_nm_h10_2_ch2_calibrated_noise5snr,229,231,231,1,0,1-1,1,1,NA,56fa002e8425ef000b3a4276 ./audio/mask-recordings/playlist_06_oc08/sim_oc08_clear_nm_h10_2_ch2_calibrated_noise5snr.wav_333,1,0,1-2,2,FALSE
